estacion,zona,timestamp,NO2,O3,PM10,PM2.5
Juan Carlos I,3,2017-11-02 13:00:00,19,62,NA,NA
Juan Carlos I,3,2017-11-02 14:00:00,12,78,NA,NA
Juan Carlos I,3,2017-11-02 15:00:00,10,84,NA,NA
Juan Carlos I,3,2017-11-02 16:00:00,18,76,NA,NA
Juan Carlos I,3,2017-11-02 17:00:00,27,65,NA,NA
Juan Carlos I,3,2017-11-02 18:00:00,53,35,NA,NA
Juan Carlos I,3,2017-11-02 19:00:00,82,3,NA,NA
Juan Carlos I,3,2017-11-02 20:00:00,95,1,NA,NA
Juan Carlos I,3,2017-11-02 21:00:00,94,1,NA,NA
Juan Carlos I,3,2017-11-02 22:00:00,77,1,NA,NA
Juan Carlos I,3,2017-11-02 23:00:00,65,2,NA,NA
Juan Carlos I,3,2017-11-03 00:00:00,38,15,NA,NA
Juan Carlos I,3,2017-11-03 01:00:00,35,17,NA,NA
Juan Carlos I,3,2017-11-03 02:00:00,43,6,NA,NA
Juan Carlos I,3,2017-11-03 03:00:00,49,2,NA,NA
Juan Carlos I,3,2017-11-03 04:00:00,47,4,NA,NA
Juan Carlos I,3,2017-11-03 05:00:00,47,7,NA,NA
Juan Carlos I,3,2017-11-03 06:00:00,27,29,NA,NA
Juan Carlos I,3,2017-11-03 07:00:00,48,8,NA,NA
Juan Carlos I,3,2017-11-03 08:00:00,54,5,NA,NA
Juan Carlos I,3,2017-11-03 09:00:00,47,14,NA,NA
Juan Carlos I,3,2017-11-03 10:00:00,46,16,NA,NA
Juan Carlos I,3,2017-11-03 11:00:00,40,31,NA,NA
Juan Carlos I,3,2017-11-03 12:00:00,26,51,NA,NA
Juan Carlos I,3,2017-11-03 13:00:00,19,62,NA,NA
Juan Carlos I,3,2017-11-03 14:00:00,14,71,NA,NA
Juan Carlos I,3,2017-11-03 15:00:00,15,70,NA,NA
Juan Carlos I,3,2017-11-03 16:00:00,16,69,NA,NA
Juan Carlos I,3,2017-11-03 17:00:00,25,58,NA,NA
Juan Carlos I,3,2017-11-03 18:00:00,55,25,NA,NA
Juan Carlos I,3,2017-11-03 19:00:00,56,22,NA,NA
Juan Carlos I,3,2017-11-03 20:00:00,57,19,NA,NA
Juan Carlos I,3,2017-11-03 21:00:00,47,26,NA,NA
Juan Carlos I,3,2017-11-03 22:00:00,39,30,NA,NA
Juan Carlos I,3,2017-11-03 23:00:00,41,25,NA,NA
Juan Carlos I,3,2017-11-04 00:00:00,57,6,NA,NA
Juan Carlos I,3,2017-11-04 01:00:00,56,10,NA,NA
Juan Carlos I,3,2017-11-04 02:00:00,43,13,NA,NA
Juan Carlos I,3,2017-11-04 03:00:00,48,3,NA,NA
Juan Carlos I,3,2017-11-04 04:00:00,42,6,NA,NA
Juan Carlos I,3,2017-11-04 05:00:00,39,7,NA,NA
Juan Carlos I,3,2017-11-04 06:00:00,24,20,NA,NA
Juan Carlos I,3,2017-11-04 07:00:00,23,25,NA,NA
Juan Carlos I,3,2017-11-04 08:00:00,36,16,NA,NA
Juan Carlos I,3,2017-11-04 09:00:00,38,18,NA,NA
Juan Carlos I,3,2017-11-04 10:00:00,30,29,NA,NA
Juan Carlos I,3,2017-11-04 11:00:00,30,35,NA,NA
Juan Carlos I,3,2017-11-04 12:00:00,29,49,NA,NA
Juan Carlos I,3,2017-11-04 13:00:00,21,62,NA,NA
Juan Carlos I,3,2017-11-04 14:00:00,17,67,NA,NA
Juan Carlos I,3,2017-11-04 15:00:00,13,72,NA,NA
Juan Carlos I,3,2017-11-04 16:00:00,15,69,NA,NA
Juan Carlos I,3,2017-11-04 17:00:00,18,62,NA,NA
Juan Carlos I,3,2017-11-04 18:00:00,28,47,NA,NA
Juan Carlos I,3,2017-11-04 19:00:00,35,37,NA,NA
Juan Carlos I,3,2017-11-04 20:00:00,36,33,NA,NA
Juan Carlos I,3,2017-11-04 21:00:00,34,29,NA,NA
Juan Carlos I,3,2017-11-04 22:00:00,35,20,NA,NA
Juan Carlos I,3,2017-11-04 23:00:00,37,10,NA,NA
Juan Carlos I,3,2017-11-05 00:00:00,57,2,NA,NA
Juan Carlos I,3,2017-11-05 01:00:00,32,27,NA,NA
Juan Carlos I,3,2017-11-05 02:00:00,15,44,NA,NA
Juan Carlos I,3,2017-11-05 03:00:00,3,65,NA,NA
Juan Carlos I,3,2017-11-05 04:00:00,2,64,NA,NA
Juan Carlos I,3,2017-11-05 05:00:00,3,62,NA,NA
Juan Carlos I,3,2017-11-05 06:00:00,2,66,NA,NA
Juan Carlos I,3,2017-11-05 07:00:00,5,61,NA,NA
Juan Carlos I,3,2017-11-05 08:00:00,5,66,NA,NA
Juan Carlos I,3,2017-11-05 09:00:00,3,73,NA,NA
Juan Carlos I,3,2017-11-05 10:00:00,3,74,NA,NA
Juan Carlos I,3,2017-11-05 11:00:00,2,76,NA,NA
Juan Carlos I,3,2017-11-05 12:00:00,3,77,NA,NA
Juan Carlos I,3,2017-11-05 13:00:00,3,80,NA,NA
Juan Carlos I,3,2017-11-05 14:00:00,3,81,NA,NA
Juan Carlos I,3,2017-11-05 15:00:00,5,79,NA,NA
Juan Carlos I,3,2017-11-05 16:00:00,9,75,NA,NA
Juan Carlos I,3,2017-11-05 17:00:00,9,74,NA,NA
Juan Carlos I,3,2017-11-05 18:00:00,19,60,NA,NA
Juan Carlos I,3,2017-11-05 19:00:00,29,44,NA,NA
Juan Carlos I,3,2017-11-05 20:00:00,24,51,NA,NA
Juan Carlos I,3,2017-11-05 21:00:00,19,56,NA,NA
Juan Carlos I,3,2017-11-05 22:00:00,40,32,NA,NA
Juan Carlos I,3,2017-11-05 23:00:00,17,49,NA,NA
Juan Carlos I,3,2017-11-06 00:00:00,13,48,NA,NA
Juan Carlos I,3,2017-11-06 01:00:00,7,61,NA,NA
Juan Carlos I,3,2017-11-06 02:00:00,5,59,NA,NA
Juan Carlos I,3,2017-11-06 03:00:00,8,56,NA,NA
Juan Carlos I,3,2017-11-06 04:00:00,10,50,NA,NA
Juan Carlos I,3,2017-11-06 05:00:00,8,61,NA,NA
Juan Carlos I,3,2017-11-06 06:00:00,18,55,NA,NA
Juan Carlos I,3,2017-11-06 07:00:00,28,46,NA,NA
Juan Carlos I,3,2017-11-06 08:00:00,14,59,NA,NA
Juan Carlos I,3,2017-11-06 09:00:00,15,59,NA,NA
Juan Carlos I,3,2017-11-06 10:00:00,7,71,NA,NA
Juan Carlos I,3,2017-11-06 11:00:00,5,75,NA,NA
Juan Carlos I,3,2017-11-06 12:00:00,3,79,NA,NA
Juan Carlos I,3,2017-11-06 13:00:00,5,77,NA,NA
Juan Carlos I,3,2017-11-06 14:00:00,7,78,NA,NA
Juan Carlos I,3,2017-11-06 15:00:00,10,76,NA,NA
Juan Carlos I,3,2017-11-06 16:00:00,9,77,NA,NA
Juan Carlos I,3,2017-11-06 17:00:00,11,75,NA,NA
Juan Carlos I,3,2017-11-06 18:00:00,15,69,NA,NA
Juan Carlos I,3,2017-11-06 19:00:00,27,58,NA,NA
Juan Carlos I,3,2017-11-06 20:00:00,16,65,NA,NA
Juan Carlos I,3,2017-11-06 21:00:00,17,64,NA,NA
Juan Carlos I,3,2017-11-06 22:00:00,22,58,NA,NA
Juan Carlos I,3,2017-11-06 23:00:00,20,59,NA,NA
Juan Carlos I,3,2017-11-07 00:00:00,12,65,NA,NA
Juan Carlos I,3,2017-11-07 01:00:00,8,69,NA,NA
Juan Carlos I,3,2017-11-07 02:00:00,20,44,NA,NA
Juan Carlos I,3,2017-11-07 03:00:00,23,40,NA,NA
Juan Carlos I,3,2017-11-07 04:00:00,20,38,NA,NA
Juan Carlos I,3,2017-11-07 05:00:00,37,21,NA,NA
Juan Carlos I,3,2017-11-07 06:00:00,60,1,NA,NA
Juan Carlos I,3,2017-11-07 07:00:00,76,1,NA,NA
Juan Carlos I,3,2017-11-07 08:00:00,89,2,NA,NA
Juan Carlos I,3,2017-11-07 09:00:00,81,13,NA,NA
Juan Carlos I,3,2017-11-07 10:00:00,77,13,NA,NA
Juan Carlos I,3,2017-11-07 11:00:00,59,24,NA,NA
Juan Carlos I,3,2017-11-07 12:00:00,51,36,NA,NA
Juan Carlos I,3,2017-11-07 13:00:00,36,52,NA,NA
Juan Carlos I,3,2017-11-07 14:00:00,36,51,NA,NA
Juan Carlos I,3,2017-11-07 15:00:00,47,39,NA,NA
Juan Carlos I,3,2017-11-07 16:00:00,40,42,NA,NA
Juan Carlos I,3,2017-11-07 17:00:00,53,25,NA,NA
Juan Carlos I,3,2017-11-07 18:00:00,80,2,NA,NA
Juan Carlos I,3,2017-11-07 19:00:00,89,1,NA,NA
Juan Carlos I,3,2017-11-07 20:00:00,85,1,NA,NA
Juan Carlos I,3,2017-11-07 21:00:00,78,1,NA,NA
Juan Carlos I,3,2017-11-07 22:00:00,74,1,NA,NA
Juan Carlos I,3,2017-11-07 23:00:00,82,1,NA,NA
Juan Carlos I,3,2017-11-08 00:00:00,74,2,NA,NA
Juan Carlos I,3,2017-11-08 01:00:00,69,6,NA,NA
Juan Carlos I,3,2017-11-08 02:00:00,79,2,NA,NA
Juan Carlos I,3,2017-11-08 03:00:00,61,1,NA,NA
Juan Carlos I,3,2017-11-08 04:00:00,63,1,NA,NA
Juan Carlos I,3,2017-11-08 05:00:00,55,5,NA,NA
Juan Carlos I,3,2017-11-08 06:00:00,28,26,NA,NA
Juan Carlos I,3,2017-11-08 07:00:00,44,25,NA,NA
Juan Carlos I,3,2017-11-08 08:00:00,42,35,NA,NA
Juan Carlos I,3,2017-11-08 09:00:00,20,57,NA,NA
Juan Carlos I,3,2017-11-08 10:00:00,7,74,NA,NA
Juan Carlos I,3,2017-11-08 11:00:00,6,78,NA,NA
Juan Carlos I,3,2017-11-08 12:00:00,6,77,NA,NA
Juan Carlos I,3,2017-11-08 13:00:00,4,79,NA,NA
Juan Carlos I,3,2017-11-08 14:00:00,4,80,NA,NA
Juan Carlos I,3,2017-11-08 15:00:00,5,80,NA,NA
Juan Carlos I,3,2017-11-08 16:00:00,10,75,NA,NA
Juan Carlos I,3,2017-11-08 17:00:00,17,66,NA,NA
Juan Carlos I,3,2017-11-08 18:00:00,28,50,NA,NA
Juan Carlos I,3,2017-11-08 19:00:00,55,26,NA,NA
Juan Carlos I,3,2017-11-08 20:00:00,9,69,NA,NA
Juan Carlos I,3,2017-11-08 21:00:00,17,60,NA,NA
Juan Carlos I,3,2017-11-08 22:00:00,32,47,NA,NA
Juan Carlos I,3,2017-11-08 23:00:00,17,58,NA,NA
Juan Carlos I,3,2017-11-09 00:00:00,12,59,NA,NA
Juan Carlos I,3,2017-11-09 01:00:00,11,61,NA,NA
Juan Carlos I,3,2017-11-09 02:00:00,11,58,NA,NA
Juan Carlos I,3,2017-11-09 03:00:00,10,58,NA,NA
Juan Carlos I,3,2017-11-09 04:00:00,14,54,NA,NA
Juan Carlos I,3,2017-11-09 05:00:00,15,53,NA,NA
Juan Carlos I,3,2017-11-09 06:00:00,27,39,NA,NA
Juan Carlos I,3,2017-11-09 07:00:00,22,55,NA,NA
Juan Carlos I,3,2017-11-09 08:00:00,17,59,NA,NA
Juan Carlos I,3,2017-11-09 09:00:00,10,71,NA,NA
Juan Carlos I,3,2017-11-09 10:00:00,4,78,NA,NA
Juan Carlos I,3,2017-11-09 11:00:00,3,80,NA,NA
Juan Carlos I,3,2017-11-09 12:00:00,3,81,NA,NA
Juan Carlos I,3,2017-11-09 13:00:00,4,79,NA,NA
Juan Carlos I,3,2017-11-09 14:00:00,2,83,NA,NA
Juan Carlos I,3,2017-11-09 15:00:00,3,83,NA,NA
Juan Carlos I,3,2017-11-09 16:00:00,4,82,NA,NA
Juan Carlos I,3,2017-11-09 17:00:00,7,75,NA,NA
Juan Carlos I,3,2017-11-09 18:00:00,14,68,NA,NA
Juan Carlos I,3,2017-11-09 19:00:00,14,66,NA,NA
Juan Carlos I,3,2017-11-09 20:00:00,15,66,NA,NA
Juan Carlos I,3,2017-11-09 21:00:00,15,63,NA,NA
Juan Carlos I,3,2017-11-09 22:00:00,21,56,NA,NA
Juan Carlos I,3,2017-11-09 23:00:00,22,55,NA,NA
Juan Carlos I,3,2017-11-10 00:00:00,27,45,NA,NA
Juan Carlos I,3,2017-11-10 01:00:00,15,61,NA,NA
Juan Carlos I,3,2017-11-10 02:00:00,10,59,NA,NA
Juan Carlos I,3,2017-11-10 03:00:00,13,46,NA,NA
Juan Carlos I,3,2017-11-10 04:00:00,44,16,NA,NA
Juan Carlos I,3,2017-11-10 05:00:00,47,13,NA,NA
Juan Carlos I,3,2017-11-10 06:00:00,64,1,NA,NA
Juan Carlos I,3,2017-11-10 07:00:00,96,1,NA,NA
Juan Carlos I,3,2017-11-10 08:00:00,104,2,NA,NA
Juan Carlos I,3,2017-11-10 09:00:00,110,6,NA,NA
Juan Carlos I,3,2017-11-10 10:00:00,60,27,NA,NA
Juan Carlos I,3,2017-11-10 11:00:00,37,49,NA,NA
Juan Carlos I,3,2017-11-10 12:00:00,5,77,NA,NA
Juan Carlos I,3,2017-11-10 13:00:00,4,76,NA,NA
Juan Carlos I,3,2017-11-10 14:00:00,4,76,NA,NA
Juan Carlos I,3,2017-11-10 15:00:00,5,74,NA,NA
Juan Carlos I,3,2017-11-10 16:00:00,7,70,NA,NA
Juan Carlos I,3,2017-11-10 17:00:00,10,63,NA,NA
Juan Carlos I,3,2017-11-10 18:00:00,15,58,NA,NA
Juan Carlos I,3,2017-11-10 19:00:00,39,37,NA,NA
Juan Carlos I,3,2017-11-10 20:00:00,28,44,NA,NA
Juan Carlos I,3,2017-11-10 21:00:00,20,52,NA,NA
Juan Carlos I,3,2017-11-10 22:00:00,23,49,NA,NA
Juan Carlos I,3,2017-11-10 23:00:00,16,57,NA,NA
Juan Carlos I,3,2017-11-11 00:00:00,7,63,NA,NA
Juan Carlos I,3,2017-11-11 01:00:00,22,43,NA,NA
Juan Carlos I,3,2017-11-11 02:00:00,36,21,NA,NA
Juan Carlos I,3,2017-11-11 03:00:00,52,8,NA,NA
Juan Carlos I,3,2017-11-11 04:00:00,56,2,NA,NA
Juan Carlos I,3,2017-11-11 05:00:00,57,2,NA,NA
Juan Carlos I,3,2017-11-11 06:00:00,54,3,NA,NA
Juan Carlos I,3,2017-11-11 07:00:00,62,1,NA,NA
Juan Carlos I,3,2017-11-11 08:00:00,70,3,NA,NA
Juan Carlos I,3,2017-11-11 09:00:00,61,13,NA,NA
Juan Carlos I,3,2017-11-11 10:00:00,53,25,NA,NA
Juan Carlos I,3,2017-11-11 11:00:00,50,35,NA,NA
Juan Carlos I,3,2017-11-11 12:00:00,50,36,NA,NA
Juan Carlos I,3,2017-11-11 13:00:00,60,31,NA,NA
Juan Carlos I,3,2017-11-11 14:00:00,54,38,NA,NA
Juan Carlos I,3,2017-11-11 15:00:00,40,49,NA,NA
Juan Carlos I,3,2017-11-11 16:00:00,53,37,NA,NA
Juan Carlos I,3,2017-11-11 17:00:00,57,27,NA,NA
Juan Carlos I,3,2017-11-11 18:00:00,93,2,NA,NA
Juan Carlos I,3,2017-11-11 19:00:00,93,1,NA,NA
Juan Carlos I,3,2017-11-11 20:00:00,90,3,NA,NA
Juan Carlos I,3,2017-11-11 21:00:00,52,16,NA,NA
Juan Carlos I,3,2017-11-11 22:00:00,43,18,NA,NA
Juan Carlos I,3,2017-11-11 23:00:00,64,3,NA,NA
Juan Carlos I,3,2017-11-12 00:00:00,67,1,NA,NA
Juan Carlos I,3,2017-11-12 01:00:00,66,5,NA,NA
Juan Carlos I,3,2017-11-12 02:00:00,55,1,NA,NA
Juan Carlos I,3,2017-11-12 03:00:00,56,1,NA,NA
Juan Carlos I,3,2017-11-12 04:00:00,49,3,NA,NA
Juan Carlos I,3,2017-11-12 05:00:00,31,11,NA,NA
Juan Carlos I,3,2017-11-12 06:00:00,50,2,NA,NA
Juan Carlos I,3,2017-11-12 07:00:00,40,5,NA,NA
Juan Carlos I,3,2017-11-12 08:00:00,39,6,NA,NA
Juan Carlos I,3,2017-11-12 09:00:00,31,19,NA,NA
Juan Carlos I,3,2017-11-12 10:00:00,29,29,NA,NA
Juan Carlos I,3,2017-11-12 11:00:00,29,37,NA,NA
Juan Carlos I,3,2017-11-12 12:00:00,31,43,NA,NA
Juan Carlos I,3,2017-11-12 13:00:00,41,39,NA,NA
Juan Carlos I,3,2017-11-12 14:00:00,49,39,NA,NA
Juan Carlos I,3,2017-11-12 15:00:00,46,44,NA,NA
Juan Carlos I,3,2017-11-12 16:00:00,48,41,NA,NA
Juan Carlos I,3,2017-11-12 17:00:00,149,24,NA,NA
Juan Carlos I,3,2017-11-12 18:00:00,51,34,NA,NA
Juan Carlos I,3,2017-11-12 19:00:00,49,33,NA,NA
Juan Carlos I,3,2017-11-12 20:00:00,53,24,NA,NA
Juan Carlos I,3,2017-11-12 21:00:00,69,10,NA,NA
Juan Carlos I,3,2017-11-12 22:00:00,69,7,NA,NA
Juan Carlos I,3,2017-11-12 23:00:00,77,1,NA,NA
Juan Carlos I,3,2017-11-13 00:00:00,75,1,NA,NA
Juan Carlos I,3,2017-11-13 01:00:00,65,8,NA,NA
Juan Carlos I,3,2017-11-13 02:00:00,22,36,NA,NA
Juan Carlos I,3,2017-11-13 03:00:00,9,50,NA,NA
Juan Carlos I,3,2017-11-13 04:00:00,7,50,NA,NA
Juan Carlos I,3,2017-11-13 05:00:00,14,40,NA,NA
Juan Carlos I,3,2017-11-13 06:00:00,36,22,NA,NA
Juan Carlos I,3,2017-11-13 07:00:00,47,14,NA,NA
Juan Carlos I,3,2017-11-13 08:00:00,33,41,NA,NA
Juan Carlos I,3,2017-11-13 09:00:00,17,63,NA,NA
Juan Carlos I,3,2017-11-13 10:00:00,6,80,NA,NA
Juan Carlos I,3,2017-11-13 11:00:00,4,87,NA,NA
Juan Carlos I,3,2017-11-13 12:00:00,4,96,NA,NA
Juan Carlos I,3,2017-11-13 13:00:00,4,98,NA,NA
Juan Carlos I,3,2017-11-13 14:00:00,4,97,NA,NA
Juan Carlos I,3,2017-11-13 15:00:00,4,91,NA,NA
Juan Carlos I,3,2017-11-13 16:00:00,7,86,NA,NA
Juan Carlos I,3,2017-11-13 17:00:00,12,75,NA,NA
Juan Carlos I,3,2017-11-13 18:00:00,17,68,NA,NA
Juan Carlos I,3,2017-11-13 19:00:00,22,58,NA,NA
Juan Carlos I,3,2017-11-13 20:00:00,27,49,NA,NA
Juan Carlos I,3,2017-11-13 21:00:00,18,52,NA,NA
Juan Carlos I,3,2017-11-13 22:00:00,24,48,NA,NA
Juan Carlos I,3,2017-11-13 23:00:00,20,49,NA,NA
Juan Carlos I,3,2017-11-14 00:00:00,28,37,NA,NA
Juan Carlos I,3,2017-11-14 01:00:00,15,46,NA,NA
Juan Carlos I,3,2017-11-14 02:00:00,8,51,NA,NA
Juan Carlos I,3,2017-11-14 03:00:00,4,57,NA,NA
Juan Carlos I,3,2017-11-14 04:00:00,7,48,NA,NA
Juan Carlos I,3,2017-11-14 05:00:00,13,42,NA,NA
Juan Carlos I,3,2017-11-14 06:00:00,49,15,NA,NA
Juan Carlos I,3,2017-11-14 07:00:00,88,1,NA,NA
Juan Carlos I,3,2017-11-14 08:00:00,97,7,NA,NA
Juan Carlos I,3,2017-11-14 09:00:00,38,38,NA,NA
Juan Carlos I,3,2017-11-14 10:00:00,46,37,NA,NA
Juan Carlos I,3,2017-11-14 11:00:00,51,38,NA,NA
Juan Carlos I,3,2017-11-14 12:00:00,49,38,NA,NA
Juan Carlos I,3,2017-11-14 13:00:00,64,31,NA,NA
Juan Carlos I,3,2017-11-14 14:00:00,74,27,NA,NA
Juan Carlos I,3,2017-11-14 15:00:00,44,52,NA,NA
Juan Carlos I,3,2017-11-14 16:00:00,49,44,NA,NA
Juan Carlos I,3,2017-11-14 17:00:00,88,9,NA,NA
Juan Carlos I,3,2017-11-14 18:00:00,103,1,NA,NA
Juan Carlos I,3,2017-11-14 19:00:00,116,1,NA,NA
Juan Carlos I,3,2017-11-14 20:00:00,106,1,NA,NA
Juan Carlos I,3,2017-11-14 21:00:00,100,1,NA,NA
Juan Carlos I,3,2017-11-14 22:00:00,111,2,NA,NA
Juan Carlos I,3,2017-11-14 23:00:00,77,1,NA,NA
Juan Carlos I,3,2017-11-15 00:00:00,78,1,NA,NA
Juan Carlos I,3,2017-11-15 01:00:00,62,4,NA,NA
Juan Carlos I,3,2017-11-15 02:00:00,52,2,NA,NA
Juan Carlos I,3,2017-11-15 03:00:00,23,21,NA,NA
Juan Carlos I,3,2017-11-15 04:00:00,18,23,NA,NA
Juan Carlos I,3,2017-11-15 05:00:00,24,16,NA,NA
Juan Carlos I,3,2017-11-15 06:00:00,27,14,NA,NA
Juan Carlos I,3,2017-11-15 07:00:00,44,1,NA,NA
Juan Carlos I,3,2017-11-15 08:00:00,50,3,NA,NA
Juan Carlos I,3,2017-11-15 09:00:00,49,10,NA,NA
Juan Carlos I,3,2017-11-15 10:00:00,38,25,NA,NA
Juan Carlos I,3,2017-11-15 11:00:00,43,35,NA,NA
Juan Carlos I,3,2017-11-15 12:00:00,42,40,NA,NA
Juan Carlos I,3,2017-11-15 13:00:00,46,39,NA,NA
Juan Carlos I,3,2017-11-15 14:00:00,61,28,NA,NA
Juan Carlos I,3,2017-11-15 15:00:00,71,20,NA,NA
Juan Carlos I,3,2017-11-15 16:00:00,77,13,NA,NA
Juan Carlos I,3,2017-11-15 17:00:00,89,3,NA,NA
Juan Carlos I,3,2017-11-15 18:00:00,106,1,NA,NA
Juan Carlos I,3,2017-11-15 19:00:00,122,1,NA,NA
Juan Carlos I,3,2017-11-15 20:00:00,142,2,NA,NA
Juan Carlos I,3,2017-11-15 21:00:00,136,2,NA,NA
Juan Carlos I,3,2017-11-15 22:00:00,132,2,NA,NA
Juan Carlos I,3,2017-11-15 23:00:00,102,1,NA,NA
Juan Carlos I,3,2017-11-16 00:00:00,58,2,NA,NA
Juan Carlos I,3,2017-11-16 01:00:00,33,20,NA,NA
Juan Carlos I,3,2017-11-16 02:00:00,22,21,NA,NA
Juan Carlos I,3,2017-11-16 03:00:00,18,22,NA,NA
Juan Carlos I,3,2017-11-16 04:00:00,14,24,NA,NA
Juan Carlos I,3,2017-11-16 05:00:00,25,13,NA,NA
Juan Carlos I,3,2017-11-16 06:00:00,36,4,NA,NA
Juan Carlos I,3,2017-11-16 07:00:00,47,1,NA,NA
Juan Carlos I,3,2017-11-16 08:00:00,53,2,NA,NA
Juan Carlos I,3,2017-11-16 09:00:00,60,7,NA,NA
Juan Carlos I,3,2017-11-16 10:00:00,69,13,NA,NA
Juan Carlos I,3,2017-11-16 11:00:00,47,25,NA,NA
Juan Carlos I,3,2017-11-16 12:00:00,45,28,NA,NA
Juan Carlos I,3,2017-11-16 13:00:00,82,16,NA,NA
Juan Carlos I,3,2017-11-16 14:00:00,117,11,NA,NA
Juan Carlos I,3,2017-11-16 15:00:00,83,19,NA,NA
Juan Carlos I,3,2017-11-16 16:00:00,59,28,NA,NA
Juan Carlos I,3,2017-11-16 17:00:00,90,5,NA,NA
Juan Carlos I,3,2017-11-16 18:00:00,129,1,NA,NA
Juan Carlos I,3,2017-11-16 19:00:00,134,1,NA,NA
Juan Carlos I,3,2017-11-16 20:00:00,138,1,NA,NA
Juan Carlos I,3,2017-11-16 21:00:00,133,2,NA,NA
Juan Carlos I,3,2017-11-16 22:00:00,124,2,NA,NA
Juan Carlos I,3,2017-11-16 23:00:00,109,1,NA,NA
Juan Carlos I,3,2017-11-17 00:00:00,74,1,NA,NA
Juan Carlos I,3,2017-11-17 01:00:00,24,29,NA,NA
Juan Carlos I,3,2017-11-17 02:00:00,18,28,NA,NA
Juan Carlos I,3,2017-11-17 03:00:00,17,25,NA,NA
Juan Carlos I,3,2017-11-17 04:00:00,21,22,NA,NA
Juan Carlos I,3,2017-11-17 05:00:00,17,22,NA,NA
Juan Carlos I,3,2017-11-17 06:00:00,27,15,NA,NA
Juan Carlos I,3,2017-11-17 07:00:00,30,12,NA,NA
Juan Carlos I,3,2017-11-17 08:00:00,40,7,NA,NA
Juan Carlos I,3,2017-11-17 09:00:00,46,11,NA,NA
Juan Carlos I,3,2017-11-17 10:00:00,29,25,NA,NA
Juan Carlos I,3,2017-11-17 11:00:00,22,35,NA,NA
Juan Carlos I,3,2017-11-17 12:00:00,26,40,NA,NA
Juan Carlos I,3,2017-11-17 13:00:00,65,22,NA,NA
Juan Carlos I,3,2017-11-17 14:00:00,80,18,NA,NA
Juan Carlos I,3,2017-11-17 15:00:00,93,12,NA,NA
Juan Carlos I,3,2017-11-17 16:00:00,99,7,NA,NA
Juan Carlos I,3,2017-11-17 17:00:00,104,2,NA,NA
Juan Carlos I,3,2017-11-17 18:00:00,148,1,NA,NA
Juan Carlos I,3,2017-11-17 19:00:00,140,1,NA,NA
Juan Carlos I,3,2017-11-17 20:00:00,131,1,NA,NA
Juan Carlos I,3,2017-11-17 21:00:00,130,1,NA,NA
Juan Carlos I,3,2017-11-17 22:00:00,90,1,NA,NA
Juan Carlos I,3,2017-11-17 23:00:00,113,1,NA,NA
Juan Carlos I,3,2017-11-18 00:00:00,80,1,NA,NA
Juan Carlos I,3,2017-11-18 01:00:00,50,10,NA,NA
Juan Carlos I,3,2017-11-18 02:00:00,26,17,NA,NA
Juan Carlos I,3,2017-11-18 03:00:00,19,20,NA,NA
Juan Carlos I,3,2017-11-18 04:00:00,19,19,NA,NA
Juan Carlos I,3,2017-11-18 05:00:00,22,16,NA,NA
Juan Carlos I,3,2017-11-18 06:00:00,18,21,NA,NA
Juan Carlos I,3,2017-11-18 07:00:00,23,17,NA,NA
Juan Carlos I,3,2017-11-18 08:00:00,31,10,NA,NA
Juan Carlos I,3,2017-11-18 09:00:00,20,24,NA,NA
Juan Carlos I,3,2017-11-18 10:00:00,15,35,NA,NA
Juan Carlos I,3,2017-11-18 11:00:00,14,45,NA,NA
Juan Carlos I,3,2017-11-18 12:00:00,18,48,NA,NA
Juan Carlos I,3,2017-11-18 13:00:00,8,61,NA,NA
Juan Carlos I,3,2017-11-18 14:00:00,5,67,NA,NA
Juan Carlos I,3,2017-11-18 15:00:00,4,70,NA,NA
Juan Carlos I,3,2017-11-18 16:00:00,6,69,NA,NA
Juan Carlos I,3,2017-11-18 17:00:00,32,36,NA,NA
Juan Carlos I,3,2017-11-18 18:00:00,64,7,NA,NA
Juan Carlos I,3,2017-11-18 19:00:00,86,1,NA,NA
Juan Carlos I,3,2017-11-18 20:00:00,82,1,NA,NA
Juan Carlos I,3,2017-11-18 21:00:00,74,1,NA,NA
Juan Carlos I,3,2017-11-18 22:00:00,67,1,NA,NA
Juan Carlos I,3,2017-11-18 23:00:00,54,5,NA,NA
Juan Carlos I,3,2017-11-19 00:00:00,38,13,NA,NA
Juan Carlos I,3,2017-11-19 01:00:00,33,18,NA,NA
Juan Carlos I,3,2017-11-19 02:00:00,21,23,NA,NA
Juan Carlos I,3,2017-11-19 03:00:00,10,31,NA,NA
Juan Carlos I,3,2017-11-19 04:00:00,6,34,NA,NA
Juan Carlos I,3,2017-11-19 05:00:00,7,29,NA,NA
Juan Carlos I,3,2017-11-19 06:00:00,12,21,NA,NA
Juan Carlos I,3,2017-11-19 07:00:00,16,22,NA,NA
Juan Carlos I,3,2017-11-19 08:00:00,20,20,NA,NA
Juan Carlos I,3,2017-11-19 09:00:00,8,35,NA,NA
Juan Carlos I,3,2017-11-19 10:00:00,7,42,NA,NA
Juan Carlos I,3,2017-11-19 11:00:00,14,48,NA,NA
Juan Carlos I,3,2017-11-19 12:00:00,17,53,NA,NA
Juan Carlos I,3,2017-11-19 13:00:00,17,59,NA,NA
Juan Carlos I,3,2017-11-19 14:00:00,30,56,NA,NA
